"TI"	"PY"	"AU"	"DOI"	"IDW"	"IDS"	"C1W"	"C1S"	"Coder"	"DT"	"SO"	"AK"
"HOLLOW FIBER MID-IR SPECTROMETER WITH UV LASER ABLATION SAMPLING FOR FINE SPATIAL RESOLUTION OF ISOTOPE RATIOS IN SOLIDS"	2020	"KRIESEL J;MAKAREM C;FAHRLAND A;MORAN J;LINLEY T;KELLY J"	"10.1117/12.2546908"	""	"ABLATION;  ABSORPTION SPECTROSCOPY;  CAPILLARY FLOW;  CARBON;  IMAGE RESOLUTION;  ISOTOPES;  LASER ABLATION;  LASER BEAMS;  NANOELECTRONICS;  SOILS;  SPECTROMETERS;  ULTRAVIOLET LASERS; CAPILLARY ABSORPTION;  ENVIRONMENTAL SCIENCE;  ISOTOPE RATIO MASS SPECTROMETER;  LASER ABSORPTION SPECTROSCOPY;  MID INFRARED (MID IR);  SENSITIVE ANALYSIS;  SOURCE-TO-DETECTORS;  SPATIAL RESOLUTION; PULSED LASERS"	"KRIESEL, J (CORRESPONDING AUTHOR), OPTOKNOWLEDGE SYST INC OKSI, 19805 HAMILTON AVE, TORRANCE, CA 90502 USA; KRIESEL, JASON; MAKAREM, CAMILLE; FAHRLAND, ANDREW; KELLY, JAMES, OPTOKNOWLEDGE SYST INC OKSI, 19805 HAMILTON AVE, TORRANCE, CA 90502 USA; MORAN, JAMES; LINLEY, TIMOTHY, PACIFIC NORTHWEST NATL LAB PNNL, 902 BATTELLE BLVD, RICHLAND, WA 99354 USA"	"OPTO-KNOWLEDGE SYSTEMS, INC. (OKSI), 19805 HAMILTON AVE, TORRANCE, CA  90502, UNITED STATES;PACIFIC NORTHWEST NATIONAL LABORATORY (PNNL), 902 BATTELLE BLVD, RICHLAND, WA  99354, UNITED STATES"	"Scopus,WebOfScience"	"CONFERENCE MATERIAL"	"PROCEEDINGS OF SPIE - THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING;QUANTUM SENSING AND NANO ELECTRONICS AND PHOTONICS XVII"	"ISOTOPE ANALYSIS;MID-INFRARED;LASER ABSORPTION SPECTROSCOPY;HOLLOW;FIBER OPTIC WAVEGUIDE;LASER ABLATION SAMPLING;RHIZOSPHERE;FORENSIC;HOLLOW FIBER OPTIC WAVEGUIDE"
"IDENTIFICATION AND COMPARISON"	2013	"PALMER R"	"10.1016/B978-0-12-382165-2.00092-1"	""	""	""	"NORTHUMBRIA UNIVERSITY, NEWCASTLE UPON TYNE, UNITED KINGDOM"	"Scopus"	"BOOK"	"ENCYCLOPEDIA OF FORENSIC SCIENCES-SECOND EDITION"	"COMPARISON;CROSS-SECTION;DYE;FIBERS;FORENSIC;IDENTIFICATION;MICROSCOPY;SPECTROSCOPY"
"IDENTIFICATION OF DETERGENTS FOR FORENSIC FIBER ANALYSIS"	2016	"HEIDER EC;MUJUMDAR N;CAMPIGLIA AD"	"10.1007/s00216-016-9927-8"	"FLUORESCENT WHITENING AGENTS; SINGLE TEXTILE FIBERS; RAMAN-SPECTROSCOPY;; CHROMATOGRAPHY; MICROSCOPY"	"FIBERS;  FLUORESCENCE;  FLUORESCENCE MICROSCOPY;  LAUNDERING;  SOAPS (DETERGENTS);  TEXTILE FIBERS;  TEXTILES; ACRYLIC FIBERS;  BULK SPECIMENS;  NYLON FIBER;  SINGLE FIBER;  SPECTRAL CHARACTERISTICS;  SPECTRAL SIGNATURE;  TRACE EVIDENCES;  WHITENING AGENTS; PRINCIPAL COMPONENT ANALYSIS"	"CAMPIGLIA, AD (CORRESPONDING AUTHOR), UNIV CENT FLORIDA, DEPT CHEM, 4111 LIBRA DR,POB 25000, ORLANDO, FL 32816 USA; CAMPIGLIA, AD (CORRESPONDING AUTHOR), UNIV CENT FLORIDA, NATL CTR FORENS SCI, POB 162367, ORLANDO, FL 32816 USA; HEIDER, EMILY C; MUJUMDAR, NIRVANI; CAMPIGLIA, ANDRES D, UNIV CENT FLORIDA, DEPT CHEM, 4111 LIBRA DR,POB 25000, ORLANDO, FL 32816 USA; CAMPIGLIA, ANDRES D, UNIV CENT FLORIDA, NATL CTR FORENS SCI, POB 162367, ORLANDO, FL 32816 USA"	"DEPARTMENT OF CHEMISTRY, UNIVERSITY OF CENTRAL FLORIDA, 4111 LIBRA DRIVE, P.O. BOX 25000, ORLANDO, FL  32816-2366, UNITED STATES;NATIONAL CENTER FOR FORENSIC SCIENCE, UNIVERSITY OF CENTRAL FLORIDA, P.O. BOX 162367, ORLANDO, FL  32816-2367, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"ANALYTICAL AND BIOANALYTICAL CHEMISTRY"	"FORENSIC FIBERS;PRINCIPAL COMPONENT ANALYSIS;FLUORESCENCE MICROSCOPY;DETERGENT ANALYSIS"
"IDENTIFICATION OF NATURAL TEXTILE FIBRES"	2012	"NAYAK RK;PADHYE R;FERGUSSON SM"	"10.1016/B978-1-84569-697-9.50011-4"	"FORENSIC ANALYSIS; RAMAN-SPECTROSCOPY; ACRYLIC FIBERS; MICROSCOPY; SILK"	"FIBERS;  MICROSCOPIC EXAMINATION;  NATURAL FIBERS;  SPECTROSCOPY;  TEXTILE FIBERS;  TEXTILE INDUSTRY;  TEXTILES; DESIGN HOUSE;  FORENSIC ANALYSIS;  IDENTIFICATION METHOD;  IDENTIFICATION TECHNIQUES;  STRUCTURE AND PROPERTIES;  TECHNOLOGICAL CHANGE; FORENSIC SCIENCE"	"PADHYE, R (CORRESPONDING AUTHOR), RMIT UNIV, SCH FASH \& TEXT, MELBOURNE, VIC, AUSTRALIA; NAYAK, R K; PADHYE, R; FERGUSSON, S, RMIT UNIV, SCH FASH \& TEXT, MELBOURNE, VIC, AUSTRALIA"	"SCHOOL OF FASHION AND TEXTILES, RMIT UNIVERSITY, AUSTRALIA"	"Scopus,WebOfScience"	"BOOK"	"HANDBOOK OF NATURAL FIBRES;HANDBOOK OF NATURAL FIBRES, VOL 1: TYPES, PROPERTIES AND FACTORS AFFECTING BREEDING AND CULTIVATION"	"NATURAL FIBRE;FIBRE IDENTIFICATION;MICROSCOPY;SPECTROSCOPY;FORENSIC;ANALYSIS;FORENSIC ANALYSIS"
"IDENTIFICATION OF NATURAL TEXTILE FIBRES"	2020	"NAYAK R;HOUSHYAR S;KHANDUAL A;PADHYE R;FERGUSSON SM"	"10.1016/B978-0-12-818398-4.00016-5"	""	""	""	"SCHOOL OF COMMUNICATION AND DESIGN, RMIT UNIVERSITY VIETNAM, SAIGON, VIET NAM;SCHOOL OF FASHION AND TEXTILES, RMIT UNIVERSITY, BRUNSWICK, AUSTRALIA;DEPARTMENT OF TEXTILE ENGINEERING, CET BHUBANESWAR, BHUBANESWAR, ORISSA, INDIA"	"Scopus"	"BOOK"	"HANDBOOK OF NATURAL FIBRES-SECOND EDITION"	"FORENSIC ANALYSIS;FTIR SPECTROSCOPY;NATURAL FIBRE IDENTIFICATION;OPTICAL MICROSCOPY;RAMAN SPECTROSCOPY"
"IDENTIFICATION OF POLYGONAL BARREL RIFLING CHARACTERISTICS IN BULLET WIPE RESIDUE DEPOSITED ON TEXTILES"	2019	"ROBERTS KA;FISCHER G;DAVIS AR"	"10.1007/s00414-019-02009-0"	""	"COPPER;  CYCLOHEXANONE DERIVATIVE;  LEAD;  RHODIZONIC ACID;  RUBEANIC ACID;  THIOAMIDE; ANALYSIS;  BALLISTICS;  CHEMISTRY;  FIREARM;  GUNSHOT INJURY;  HUMAN;  TEXTILE; COPPER;  CYCLOHEXANONES;  FIREARMS;  FORENSIC BALLISTICS;  HUMANS;  TEXTILES;  THIOAMIDES;  WOUNDS; GUNSHOT"	""	"SCHOOL OF CRIMINAL JUSTICE AND CRIMINALISTICS, CALIFORNIA STATE UNIVERSITY, LOS ANGELES, HERTZBERG-DAVIS FORENSIC SCIENCE CENTER, 1800 PASEO RANCHO CASTILLA, LOS ANGELES, CA  90032, UNITED STATES;CALIFORNIA FORENSIC SCIENCE INSTITUTE, CALIFORNIA STATE UNIVERSITY, LOS ANGELES, 5151 STATE UNIVERSITY DRIVE, LOS ANGELES, CA  90032, UNITED STATES;LOS ANGELES SHERIFFS DEPARTMENT, SCIENTIFIC SERVICES BUREAU, HERTZBERG-DAVIS FORENSIC SCIENCE CENTER, 1800 PASEO RANCHO CASTILLA, LOS ANGELES, CA  90032, UNITED STATES"	"Scopus"	"ARTICLE"	"INTERNATIONAL JOURNAL OF LEGAL MEDICINE"	"BULLET WIPE;DTO;FORENSIC SCIENCE;LAND AND GROOVE RIFLING CHARACTERISTICS;SODIUM RHODIZONATE;TEXTILE FABRICS"
"IDENTIFICATION OF POLYGONAL BARREL RIFLING CHARACTERISTICS IN BULLET WIPE RESIDUE DEPOSITED ON TEXTILES"	2020	"ROBERTS KA;FISCHER G;DAVIS AR"	"10.1007/s00414-019-02009-0"	""	""	"ROBERTS, KA (CORRESPONDING AUTHOR), CALIF STATE UNIV LOS ANGELES, SCH CRIMINAL JUSTICE \& CRIMINALIST, HERTZBERG DAVIS FORENS SCI CTR, 1800 PASEO RANCHO CASTILLA, LOS ANGELES, CA 90032 USA; ROBERTS, KA (CORRESPONDING AUTHOR), CALIF STATE UNIV LOS ANGELES, CALIF FORENS SCI INST, 5151 STATE UNIV DR, LOS ANGELES, CA 90032 USA; ROBERTS, KATHERINE A; FISCHER, GALYN, CALIF STATE UNIV LOS ANGELES, SCH CRIMINAL JUSTICE \& CRIMINALIST, HERTZBERG DAVIS FORENS SCI CTR, 1800 PASEO RANCHO CASTILLA, LOS ANGELES, CA 90032 USA; ROBERTS, KATHERINE A, CALIF STATE UNIV LOS ANGELES, CALIF FORENS SCI INST, 5151 STATE UNIV DR, LOS ANGELES, CA 90032 USA; DAVIS, AMANDA R, HERTZBERG DAVIS FORENS SCI CTR, SCI SERVICES BUR, LOS ANGELES SHERIFFS DEPT, 1800 PASEO RANCHO CASTILLA, LOS ANGELES, CA 90032 USA"	""	"WebOfScience"	"ARTICLE"	"INTERNATIONAL JOURNAL OF LEGAL MEDICINE"	"FORENSIC SCIENCE;TEXTILE FABRICS;BULLET WIPE;DTO;SODIUM RHODIZONATE;LAND AND GROOVE RIFLING CHARACTERISTICS"
"IN-SITU DETECTION OF SINGLE PARTICLES OF EXPLOSIVE ON CLOTHING WITH CONFOCAL RAMAN MICROSCOPY"	2009	"ALI EMA;EDWARDS HGM;SCOWEN IJ"	"10.1016/j.talanta.2008.12.038"	"IONIZATION MASS-SPECTROMETRY; ION MOBILITY SPECTROMETRY; PENTAERYTHRITOL; TETRANITRATE; IDENTIFICATION; SPECTROSCOPY; DISCHARGE; SURFACES; SPECTRA"	"EXPLOSIVES DETECTION;  NATURAL POLYMERS;  RAMAN SCATTERING;  TEXTILES; AMMONIUM NITRATE;  CONFOCAL RAMAN MICROSCOPY;  EXPLOSIVE SUBSTANCES;  FORENSIC;  IN-SITU DETECTIONS;  PENTAERYTHRITOL TETRANITRATE;  SAMPLE PREPARATION;  SYNTHETIC POLYMERS; EXPLOSIVES"	"ALI, EMA (CORRESPONDING AUTHOR), UNIV BRADFORD, RAMAN SPECT GRP, UNIV ANALYT CTR, DIV CHEM \& FORENS SCI, BRADFORD BD7 1DP, W YORKSHIRE, ENGLAND; ALI, ESAM M A; EDWARDS, HOWELL G M; SCOWEN, IAN J, UNIV BRADFORD, RAMAN SPECT GRP, UNIV ANALYT CTR, DIV CHEM \& FORENS SCI, BRADFORD BD7 1DP, W YORKSHIRE, ENGLAND"	"UNIVERSITY OF BRADFORD, RAMAN SPECTROSCOPY GROUP, UNIVERSITY ANALYTICAL CENTRE, BRADFORD, BD7 1DP, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"TALANTA"	"EXPLOSIVES;CONFOCAL RAMAN MICROSCOPY;TEXTILES;FORENSIC"
"IN SITU DETECTION OF COCAINE HYDROCHLORIDE IN CLOTHING IMPREGNATED WITH THE DRUG USING BENCHTOP AND PORTABLE RAMAN SPECTROSCOPY"	2010	"ALI EMA;EDWARDS HGM;HARGREAVES MD;SCOWEN IJ;ALI EMA;EDWARDS HGM;HARGREAVES MD"	"10.1002/jrs.2518"	"EXPLOSIVE MATERIALS; STREET SAMPLES; IDENTIFICATION; SPECTROMETRY"	""	"ALI, EMA (CORRESPONDING AUTHOR), UNIV BRADFORD, UNIV ANALYT CTR, RAMAN SPECT GRP, DIV CHEM \& FORENS SCI, BRADFORD BD7 1DP, W YORKSHIRE, ENGLAND; ALI, ESAM M A; EDWARDS, HOWELL G M; HARGREAVES, MICHAEL D; SCOWEN, IAN J, UNIV BRADFORD, UNIV ANALYT CTR, RAMAN SPECT GRP, DIV CHEM \& FORENS SCI, BRADFORD BD7 1DP, W YORKSHIRE, ENGLAND"	"RAMAN SPECTROSCOPY GROUP, UNIVERSITY ANALYTICAL CENTRE, DIVISION OF CHEMICAL AND FORENSIC SCIENCES, UNIVERSITY OF BRADFORD, BRADFORD BD7 1DP, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"JOURNAL OF RAMAN SPECTROSCOPY"	"COCAINE IMPREGNATED TEXTILES;IN SITU DETECTION;RAMAN SPECTROSCOPY;FORENSIC"
"IN SITU SURFACE ENHANCED RESONANCE RAMAN SCATTERING ANALYSIS OF A REACTIVE DYE COVALENTLY BOUND TO COTTON"	1996	"WHITE PC;MUNRO CH;SMITH WE"	"10.1039/an9962100835"	"SIMULATED CONTACTS; TEXTILE FIBERS"	"DYE; ANALYTIC METHOD;  AQUEOUS SOLUTION;  ARTICLE;  CONTROLLED STUDY;  COTTON;  FORENSIC SCIENCE;  RAMAN SPECTROMETRY"	"WHITE, PC (CORRESPONDING AUTHOR), UNIV STRATHCLYDE,DEPT PURE \& APPL CHEM,GLASGOW G1 1XW,LANARK,SCOTLAND"	"DEPARTMENT OF PURE AND APPLIED CHEMISTRY, UNIVERSITY OF STRATHCLYDE, GLASGOW, G1 1XW, UNITED KINGDOM"	"Scopus,WebOfScience"	"ARTICLE"	"ANALYST"	"SURFACE ENHANCED RESONANCE RAMAN SCATTERING (SERRS) SPECTROSCOPY;REACTIVE DYES;COTTON;FIBRE;ENZYME DIGEST"
"INFLUENCE OF WEATHER CONDITIONS AND ECCENTRIC AERODYNAMIC LOADING ON THE LARGE AMPLITUDE AEROELASTIC VIBRATION OF HIGHWAY TUBULAR POLES"	2007	"CARACOGLIA L"	"10.1016/j.engstruct.2007.08.010"	"SLENDER VERTICAL STRUCTURES; TAPERED CANTILEVER BEAMS; TRANSVERSE; VIBRATIONS; FATIGUE; TOWERS"	"ALUMINUM ALLOYS;  CANTILEVER BEAMS;  DYNAMIC RESPONSE;  FAILURE ANALYSIS;  STATISTICAL METHODS;  VIBRATIONS (MECHANICAL);  WIND EFFECTS; AEROELASTIC VIBRATION;  ECCENTRIC LOADING; POLES; ALUMINUM ALLOYS;  POLES; AERODYNAMICS;  FLUID-STRUCTURE INTERACTION;  LIMIT ANALYSIS;  LOADING;  POLYMER;  VIBRATION;  WIND VELOCITY; NORTH AMERICA;  UNITED STATES"	"CARACOGLIA, L (CORRESPONDING AUTHOR), NORTHEASTERN UNIV, DEPT CIVIL \& ENVIRONM ENGN, 420 SNELL ENGN CTR,360 HUNTINGTON AVE, BOSTON, MA 02115 USA; CARACOGLIA, LUCA, NORTHEASTERN UNIV, DEPT CIVIL \& ENVIRONM ENGN, BOSTON, MA 02115 USA"	"DEPARTMENT OF CIVIL AND ENVIRONMENTAL ENGINEERING, NORTHEASTERN UNIVERSITY, BOSTON, MA 02115, UNITED STATES"	"Scopus,WebOfScience"	"ARTICLE"	"ENGINEERING STRUCTURES"	"HIGHWAY LIGHT POLES;FLUID-STRUCTURE INTERACTION;WIND-INDUCED STORM;AEROELASTIC VIBRATION;LIMIT-STATE ANALYSES;ALUMINUM-ALLOY AND;GLASS-FIBER-REINFORCED-POLYMER MATERIALS;ALUMINUM-ALLOY AND GLASS-FIBER-REINFORCED-POLYMER MATERIALS"
"INTERDISCIPLINARY UNDERGRADUATE RESEARCH PROJECTS FOR THE ADVANCEMENT OF SCIENCE IN ART: UNCOVERING THE FASHIONABLE COLORS OF ANTIQUITY VIA SCIENTIFIC ANALYSES"	2013	"KOREN ZC"	""	""	""	"KOREN, Z C, SHENKAR COLL ENGN DESIGN \& ART, RAMAT GAN, ISRAEL"	""	"WebOfScience"	"PROCEEDINGS PAPER"	"6TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2013)"	"COLORS;DYES;PIGMENTS;ARCHAEOLOGY;CHROMATOGRAPHY;HPLC;CHEMISTRY;CHEMICAL ENGINEERING"
"INTERPOL REVIEW OF FIBRES AND TEXTILES 20162019"	2020	"LEPOT L;LUNSTROOT K;DE WAEL K"	"10.1016/j.fsisyn.2020.01.014"	""	""	""	"NATIONAL INSTITUTE OF CRIMINALISTICS AND CRIMINOLOGY (NICC-INCC), BELGIUM"	"Scopus"	"REVIEW"	"FORENSIC SCIENCE INTERNATIONAL-SYNERGY"	"FIBRES;INTERPOL;TEXTILES;TRACE EVIDENCE;TRANSFER"
"INTERPRETATION OF FIBER EVIDENCE"	2013	"ROUX CP;ROBERTSON J"	"10.1016/B978-0-12-382165-2.00097-0"	""	""	""	"UNIVERSITY OF TECHNOLOGY, SYDNEY, NSW, AUSTRALIA;UNIVERSITY OF CANBERRA, CANBERRA, ACT, AUSTRALIA"	"Scopus"	"BOOK"	"ENCYCLOPEDIA OF FORENSIC SCIENCES-SECOND EDITION"	"BAYESIAN APPROACH;CASE ASSESSMENT;FIBER;INTERPRETATION;LIKELIHOOD RATIO;PERSISTENCE;POPULATION;TARGET FIBER STUDIES;TRANSFER"
"INTRAMUSCULAR BLEEDING IN DEATHS FROM AN INTERNAL CAUSE: FORENSICALLY SIGNIFICANT DIFFERENTIAL DIAGNOSIS BETWEEN EXTERNAL TRAUMA AND HEMORRHAGES OCCURRING DURING AGONY [INTRAMUSKULRE BLUTUNGEN BEIM TOD AUS INNERER URSACHE: FORENSISCH BEDEUTSAME DIFFERENTIALDIAGNOSTIK ZWISCHEN UERER GEWALTEINWIRKUNG UND AGONAL ENTSTANDENEN EINBLUTUNGEN]"	2005	"LACH H;PSCHEL K;SCHULZ F"	""	""	"ADULT;  AGED;  ARTICLE;  AUTOPSY;  BLEEDING;  BREATHING MUSCLE;  CAUSE OF DEATH;  CLINICAL ARTICLE;  DROWNING;  DYSPNEA;  FEMALE;  FORENSIC MEDICINE;  FORENSIC PATHOLOGY;  HISTOLOGY;  HUMAN;  INTRAMUSCULAR BLEEDING;  MALE;  NECK MUSCLE;  SHOULDER GIRDLE;  THORAX;  VICTIM;  VIOLENCE; ADULT; 80 AND OVER;  CORONARY ARTERIOSCLEROSIS;  DIAGNOSIS; DIFFERENTIAL;  HEART FAILURE; CONGESTIVE;  HEMORRHAGE;  HUMANS;  MIDDLE AGED;  MUSCLE; SKELETAL;  MYOCARDIAL INFARCTION;  MYOCARDITIS;  WOUNDS; NONPENETRATING"	""	"INSTITUT FR RECHTSMEDIZIN, UNIVERSITT HAMBURG, GERMANY;C/O INSTITUT FR RECHTSMEDIZIN, BUTENFELD 34, D - 22529 HAMBURG, GERMANY"	"Scopus"	"ARTICLE"	"ARCHIV FUR KRIMINOLOGIE"	"ALTERATIONS OF MUSCLE FIBERS;HISTOLOGICAL;HEMORRHAGES;INTRAMUSCULAR;NATURAL DEATH"
"INTRODUCTION TO TEXTILE FIBER IDENTIFICATION"	2009	"HOUCK MM"	"10.1533/9781845695651.1.3"	""	"ANALYTICAL METHOD;  FIBER IDENTIFICATIONS;  NEW TECHNOLOGIES;  TEXTILE TECHNOLOGY; TEXTILES"	"HOUCK, MM (CORRESPONDING AUTHOR), W VIRGINIA UNIV, FORENS SCI INITIAT, MORGANTOWN, WV 26506 USA; W VIRGINIA UNIV, FORENS SCI INITIAT, MORGANTOWN, WV 26506 USA"	"FORENSIC SCIENCE INITIATIVE, FORENSIC BUSINESS RESEARCH AND DEVELOPMENT, WEST VIRGINIA UNIVERSITY, MORGANTOWN, WV, UNITED STATES"	"Scopus,WebOfScience"	"BOOK"	"IDENTIFICATION OF TEXTILE FIBERS"	"FIBER IDENTIFICATION;MICROSCOPY;METHODOLOGY;SPECTROSCOPY"
"INVESTIGATING THE ORIGIN OF THE RAW MATERIAL OF RAG PAPER BY RAMAN SPECTROSCOPY"	2018	"TEIXEIRA FJ;CASTRO AAN;SANT'ANA AC"	"10.1016/j.vibspec.2018.08.003"	"CELLULOSE-I CRYSTALLINITY; NONDESTRUCTIVE ANALYSIS; PIGMENTS; ART;; DOCUMENTS; PURPOSES; OBJECTS; INKS"	"COTTON;  FLAX;  HISTORY;  LINEN; ARCHEOLOGY;  CELLULOSIC SUPPORT;  FLAX FIBRES;  HISTORICAL DOCUMENTS;  INTERMOLECULAR INTERACTIONS;  REGISTRY OFFICES;  STANDARD SAMPLES;  STRUCTURAL PARAMETER; RAMAN SPECTROSCOPY;  COTTON;  RAMAN SPECTROSCOPY"	"SANT'ANA, AC (CORRESPONDING AUTHOR), UNIV FED JUIZ DE FORA, LAB NANOESTRUTURAS PLASMON LABNANO, DEPT QUIM, ICE, BR-36036900 JUIZ DE FORA, MG, BRAZIL; TEIXEIRA, FILIPE JOAQUIM; SANT'ANA, ANTONIO CARLOS, UNIV FED JUIZ DE FORA, LAB NANOESTRUTURAS PLASMON LABNANO, DEPT QUIM, ICE, BR-36036900 JUIZ DE FORA, MG, BRAZIL; CASTRO, ALOISIO ARNALDO N, UNIV FED JUIZ DE FORA, MUSEU ARTE MURILO MENDES, BR-36036900 JUIZ DE FORA, MG, BRAZIL"	"LABORATRIO DE NANOESTRUTURAS PLASMNICAS  LABNANO, DEPARTAMENTO DE QUMICA, ICE, UNIVERSIDADE FEDERAL DE JUIZ DE FORA, JUIZ DE FORA, MG  36036-900, BRAZIL;MUSEU DE ARTE MURILO MENDES, UNIVERSIDADE FEDERAL DE JUIZ DE FORA, JUIZ DE FORA, MG  36036-900, BRAZIL"	"Scopus,WebOfScience"	"ARTICLE"	"VIBRATIONAL SPECTROSCOPY"	"FORENSIC CHEMISTRY;ARCHEOLOGY;FLAX FIBRE;HISTORY RESEARCH"
"KEY PARAMETERS OF THE INTERPRETATION OF TEXTILE FIBERS IN THE CRIMINAL SCIENCES, PT 1, OCCURRENCE AND BACKGROUND DISTURBANCES"	2018	"SCHNEGG M;PALMER R;MASSONNET G"	"10.1080/00085030.2017.1379683"	"COMPUTERIZED DATA-BASE; MAIL-ORDER GARMENTS; EVIDENTIAL VALUE; TARGET; FIBERS; COTTON; POPULATION; BLUE; FREQUENCY; RED; INDIVIDUALITY"	""	"SCHNEGG, M (CORRESPONDING AUTHOR), UNIV LAUSANNE, ECOLE SCI CRIMINELLES, CH-1015 LAUSANNE, SUISSE, SWITZERLAND; SCHNEGG, MICHAEL; MASSONNET, GENEVIEVE, UNIV LAUSANNE, ECOLE SCI CRIMINELLES, CH-1015 LAUSANNE, SUISSE, SWITZERLAND; PALMER, RAY, NORTHUMBRIA UNIV, DEPT APPL SCI, FORENS SCI UNIT, NEWCASTLE UPON TYNE NE1 8ST, TYNE \& WEAR, ENGLAND"	""	"WebOfScience"	"REVIEW"	"CANADIAN SOCIETY OF FORENSIC SCIENCE JOURNAL"	"BAYESIAN INTERPRETATION;LIKELIHOOD RATIO;POPULATION STUDIES;MARKET;RESEARCH;COLOUR BLOCK STUDIES;TARGET FIBRE STUDIES;REVIEW;TEXTILE;FIBRES"
"LARGE AREA SUPER-RESOLUTION CHEMICAL IMAGING VIA RAPID DITHERING OF A NANOPROBE"	2015	"LANGUIRAND ER;CULLUM BM"	"10.1117/12.2177107"	""	"ACOUSTOOPTICAL EFFECTS;  CHEMICAL ANALYSIS;  CHEMICAL DETECTION;  COHERENT SCATTERING;  FIBER OPTICS;  FIBERS;  IMAGE RESOLUTION;  IMAGING TECHNIQUES;  OPTICAL RESOLVING POWER;  PHYSIOLOGY;  PROBES;  RAMAN SCATTERING;  SURFACE SCATTERING;  TRACE ANALYSIS;  TRACE ELEMENTS; ACOUSTO-OPTIC TUNABLE FILTERS;  DITHER;  FIBER BUNDLES;  SERS;  SUPER RESOLUTION RECONSTRUCTION;  SURFACE ENHANCED RAMAN; IMAGE PROCESSING"	"CULLUM, BM (CORRESPONDING AUTHOR), UNIV MARYLAND BALTIMORE CTY, DEPT CHEM \& BIOCHEM, 1000 HILLTOP CIRCLE, BALTIMORE, MD 21250 USA; LANGUIRAND, ERIC R; CULLUM, BRIAN M, UNIV MARYLAND BALTIMORE CTY, DEPT CHEM \& BIOCHEM, BALTIMORE, MD 21250 USA"	"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY, DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY, 1000 HILLTOP CIRCLE, BALTIMORE, MD  21250, UNITED STATES"	"Scopus,WebOfScience"	"CONFERENCE MATERIAL"	"PROCEEDINGS OF SPIE - THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING;SMART BIOMEDICAL AND PHYSIOLOGICAL SENSOR TECHNOLOGY XII"	"FIBER OPTICS;SURFACE ENHANCED RAMAN;IMAGING;ACOUSTO-OPTIC TUNABLE;FILTER;FIBER BUNDLE;SERS;SUPER RESOLUTION RECONSTRUCTION;DITHER;ACOUSTO-OPTIC TUNABLE FILTER"
"LAW & FIBER"	2014	"PELC C"	"10.14504/ar.14.5.2"	""	""	""	""	"Scopus"	"ARTICLE"	"AATCC REVIEW"	"CRIME ANALYSIS;CRIME LABORATORY;FIBER FORENSICS;FIBER IDENTIFICATION;FIBERS;FORENSICS;TEXTILE INVESTIGATION;TEXTILES"
"LIQUID CHROMATOGRAPHIC AND MASS SPECTROMETRIC ANALYSIS OF DYES FOR FORENSIC PURPOSES"	2012	"BECK KR;HINKS D;CRAWFORD A;WEISNER N"	""	"ELECTROSPRAY-IONIZATION; IDENTIFICATION; FIBERS"	""	"BECK, KR (CORRESPONDING AUTHOR), N CAROLINA STATE UNIV, COLL TEXT, 2401 RES DR, RALEIGH, NC 27695 USA; BECK, KEITH R, N CAROLINA STATE UNIV, COLL TEXT, RALEIGH, NC 27695 USA"	"2401 RESEARCH DR., NORTH CAROLINA STATE UNIVERSITY, RALEIGH, NC 27695, UNITED STATES"	"Scopus,WebOfScience"	"REVIEW"	"AATCC REVIEW"	"ANALYSIS;CHROMATOGRAPHY;DYES;FORENSIC CHEMISTRY;MASS SPECTROMETRY"
