"TI"	"PY"	"AU"	"AIKW"	"IDW"	"AIKS"	"IDS"	"C1W"	"C1"	"C1S"	"DOI"	"SO"	"DT"	"Coder"	"AIK"
"COMPUTER-AIDED FIBER ANALYSIS FOR CRIME SCENE FORENSICS"	2012	"HILDEBRANDT M;ARNDT C;MAKRUSHIN A;DITTMANN J"	"FIBER ANALYSIS; CWL-SENSOR; CLASSIFICATION; FEATURE EXTRACTION; FORENSICS"	"IDENTIFICATION"	"CLASSIFICATION;  CWL-SENSOR;  FEATURE EXTRACTION;  FIBER ANALYSIS;  FORENSICS"	"ADHESIVE TAPES;AUTOMATIC CLASSIFICATION;CAR SEATS;CONTACT LESS;CRIME SCENES;CWL-SENSOR;DIGITAL ACQUISITION;EXPERIMENTAL SETUP;FIBER TRACES;FIBER TYPES;FORENSIC ANALYSIS;FORENSICS;GEOMETRICAL FEATURES;PRE-PROCESSING;SHEEP WOOL;SUPERVISED MACHINE LEARNING;WHITE LIGHT;CLASSIFICATION (OF INFORMATION);COMPUTER AIDED ANALYSIS;FEATURE EXTRACTION;LEARNING ALGORITHMS;SENSORS;WOOL;FIBERS;ALGORITHMS;CLASSIFICATION;INFORMATION RETRIEVAL"	"HILDEBRANDT, M (CORRESPONDING AUTHOR), OTTO VON GUERICKE UNIV, RES GRP MULTIMEDIA \& SECUR, DEPT COMP SCI, POB 4120, D-39016 MAGDEBURG, GERMANY; HILDEBRANDT, MARIO; MAKRUSHIN, ANDREY; DITTMANN, JANA, OTTO VON GUERICKE UNIV, RES GRP MULTIMEDIA \& SECUR, DEPT COMP SCI, POB 4120, D-39016 MAGDEBURG, GERMANY; ARNDT, CHRISTIAN; MAKRUSHIN, ANDREY, BRANDENBURG UNIV APPL SCI, D-14737 BRANDENBURG, GERMANY"	"OTTO-VON-GUERICKE UNIVERSITY OF MAGDEBURG,DEPT. OF COMPUTER SCIENCE,RESEARCH GROUP MULTIMEDIA AND SECURITY,PO BOX 4120,39016 MAGDEBURG,GERMANY; BRANDENBURG UNIVERSITY OF APPLIED SCIENCES,PO BOX 2132,14737 BRANDENBURG,GERMANY"	"OTTO-VON-GUERICKE UNIVERSITY OF MAGDEBURG,DEPT. OF COMPUTER SCIENCE,RESEARCH GROUP MULTIMEDIA AND SECURITY,PO BOX 4120,39016 MAGDEBURG,GERMANY; BRANDENBURG UNIVERSITY OF APPLIED SCIENCES,PO BOX 2132,14737 BRANDENBURG,GERMANY"	"10.1117/12.909852"	"PROCEEDINGS OF SPIE - THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING COMPUTATIONAL IMAGING X"	"CONFERENCE PAPER"	"Scopus,WebOfScience"	"FIBER ANALYSIS;CWL-SENSOR;CLASSIFICATION;FEATURE EXTRACTION;FORENSICS"
"CONTACTLESS RESONANT CAVITY DIELECTRIC SPECTROSCOPIC STUDIES OF RECYCLED OFFICE PAPERS"	2019	"KOMBOLIAS M;OBRZUT J;POSTEK MT;POSTER DL;OBENG YS"	""	""	"DIELECTRIC CHARACTERIZATION;  RECYCLED FIBER;  RECYCLED PAPER"	"NA"	NA	"TESTING AND TECHNICAL SERVICES,PLANT OPERATIONS,UNITED STATES GOVERNMENT PUBLISHING,OFFICE 732 NORTH CAPITOL STREET,NORTHWEST,WASHINGTON,DC  20401,UNITED STATES; MATERIALS MEASUREMENT LABORATORY,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,100 BUREAU DRIVE,GAITHERSBURG,MD  20899,UNITED STATES; COLLEGE OF PHARMACY,UNIVERSITY OF SOUTH FLORIDA,12908 USF HEALTH DRIVE,MDC 30,TAMPA,FL  33612,UNITED STATES; NANOSCALE DEVICE CHARACTERIZATION DIVISION,PHYSICAL MEASUREMENT LABORATORY,UNITED STATES"	"TESTING AND TECHNICAL SERVICES,PLANT OPERATIONS,UNITED STATES GOVERNMENT PUBLISHING,OFFICE 732 NORTH CAPITOL STREET,NORTHWEST,WASHINGTON,DC  20401,UNITED STATES; MATERIALS MEASUREMENT LABORATORY,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,100 BUREAU DRIVE,GAITHERSBURG,MD  20899,UNITED STATES; COLLEGE OF PHARMACY,UNIVERSITY OF SOUTH FLORIDA,12908 USF HEALTH DRIVE,MDC 30,TAMPA,FL  33612,UNITED STATES; NANOSCALE DEVICE CHARACTERIZATION DIVISION,PHYSICAL MEASUREMENT LABORATORY,UNITED STATES"	"10.3390/recycling4040043"	"RECYCLING"	"ARTICLE"	"Scopus"	";DIELECTRIC CHARACTERIZATION;RECYCLED FIBER;RECYCLED PAPER"
"CYANOACRYLATE ADHESIVES: A CRITICAL REVIEW"	2016	"RAJESH RAJA P;RAJA PR"	"CYANOACRYLATE ESTERS; KNOEVENAGEL REACTION; TISSUE ADHESIVE; CYANOACRYLATE FUMING; NANOFIBERS; CYANOACRYLATE FIBERS"	"LATENT FINGERPRINTS; NANOFIBERS; GLUE; TOXICITY; GROWTH; LIGHT"	"CYANOACRYLATE ESTERS;  CYANOACRYLATE FIBERS;  CYANOACRYLATE FUMING;  KNOEVENAGEL REACTION;  NANOFIBERS;  TISSUE ADHESIVE"	"NA"	"RAJA, PR (CORRESPONDING AUTHOR), EXXONMOBIL CHEM CO, 5200 BAYWAY DR, BAYTOWN, TX 77520 USA; RAJA, P RAJESH, EXXONMOBIL CHEM CO, 5200 BAYWAY DR, BAYTOWN, TX 77520 USA"	"EXXONMOBIL CHEMICAL COMPANY,5200 BAYWAY DR.,BAYTOWN,TX  77520,UNITED STATES"	"EXXONMOBIL CHEMICAL COMPANY,5200 BAYWAY DR.,BAYTOWN,TX  77520,UNITED STATES"	"10.7569/RAA.2016.097315"	"REVIEWS OF ADHESION AND ADHESIVES"	"ARTICLE"	"Scopus,WebOfScience"	"CYANOACRYLATE ESTERS;KNOEVENAGEL REACTION;TISSUE ADHESIVE;CYANOACRYLATE FUMING;NANOFIBERS;CYANOACRYLATE FIBERS"
"DAMAGE TO APPAREL LAYERS AND UNDERLYING TISSUE DUE TO HAND-GUN BULLETS"	2014	"CARR DJ;KIESER JA;MABBOTT AJ;MOTT C;CHAMPION S;GIRVAN E"	"CLOTHING; HANDGUNS; BULLETS; BONY WOUNDS"	"GUNSHOT WOUNDS; METALLIC RESIDUES; CREMATED BONE; FABRICS; MANAGEMENT;; SURVIVAL; CHEST"	"BONY WOUNDS;  BULLETS;  CLOTHING;  HANDGUNS"	"ANIMAL;BONE;CLOTHING;COMPARATIVE STUDY;COTTON;DISEASE MODEL;FIREARM;GUNSHOT INJURY;HUMAN;PATHOLOGY;REVIEW;SCANNING ELECTRON MICROSCOPY;SWINE;THORAX;THORAX INJURY;ANIMALS;BONE AND BONES;COTTON FIBER;DISEASE MODELS;FIREARMS;HUMANS;MICROSCOPY;ELECTRON;SCANNING;THORACIC INJURIES;WOUNDS;GUNSHOT"	"CARR, D (CORRESPONDING AUTHOR), CRANFIELD UNIV, DEF ACAD UNITED KINGDOM, IMPACT \& ARMOUR GRP, DEPT ENGN \& APPL SCI,CRANFIELD DEF \& SECUR, SWINDON SN6 8LA, WILTS, ENGLAND; CARR, DEBRA; MABBOTT, ALEXANDER; MOTT, CHARLOTTE, CRANFIELD UNIV, DEF ACAD UNITED KINGDOM, IMPACT \& ARMOUR GRP, DEPT ENGN \& APPL SCI,CRANFIELD DEF \& SECUR, SWINDON SN6 8LA, WILTS, ENGLAND; KIESER, JULES, UNIV OTAGO, SIR JOHN WALSH RES INST, DUNEDIN, NEW ZEALAND; CHAMPION, STEPHEN, CRANFIELD UNIV, DEF ACAD UNITED KINGDOM, WEAP \& VEHICLE SYST GRP, DEPT ENGN \& APPL SCI,CRANFIELD DEF \& SECUR, SWINDON SN6 8LA, WILTS, ENGLAND; GIRVAN, ELIZABETH, UNIV OTAGO, OTAGO CTR ELECT MICROSCOPY, DUNEDIN, NEW ZEALAND"	"DEPARTMENT OF ENGINEERING AND APPLIED SCIENCE,CRANFIELD UNIVERSITY,DEFENCE ACADEMY OF THE UNITED KINGDOM,SHRIVENHAM,WILTSHIRE SN6 8LA,UNITED KINGDOM; SIR JOHN WALSH RESEARCH INSTITUTE,UNIVERSITY OF OTAGO,DUNEDIN,NEW ZEALAND; OTAGO CENTRE FOR ELECTRON MICROSCOPY,NEW ZEALAND"	"DEPARTMENT OF ENGINEERING AND APPLIED SCIENCE,CRANFIELD UNIVERSITY,DEFENCE ACADEMY OF THE UNITED KINGDOM,SHRIVENHAM,WILTSHIRE SN6 8LA,UNITED KINGDOM; SIR JOHN WALSH RESEARCH INSTITUTE,UNIVERSITY OF OTAGO,DUNEDIN,NEW ZEALAND; OTAGO CENTRE FOR ELECTRON MICROSCOPY,NEW ZEALAND"	"10.1007/s00414-013-0856-1"	"INTERNATIONAL JOURNAL OF LEGAL MEDICINE"	"REVIEW"	"Scopus,WebOfScience"	"CLOTHING;HANDGUNS;BULLETS;BONY WOUNDS"
"DEGENERATIVE CHANCES OF THE PCA MUSCLE [ZUR SPONTANDEGENERATION IM M. POSTICUS]"	1989	"MAXEINER H"	""	""	"LARYNGEAL MUSCLES;  MUSCLE-FIBER ALTERATION;  PCA MUSCLE"	"ASPHYXIA;AUTOPSY;DEGENERATION;FATALITY;FEMALE;HISTOLOGY;HISTOPATHOLOGY;HUMAN;HUMAN CELL;INJURY;LARYNX INJURY;LARYNX MUSCLE;MALE;NORMAL HUMAN;PRELIMINARY COMMUNICATION;STRANGULATION;ADOLESCENT;ADULT;AGED;80 AND OVER;CHILD;DEATH;SUDDEN;ENGLISH ABSTRACT;FIBROSIS;LARYNGEAL MUSCLES;MIDDLE AGE;MUSCLES;MUSCULAR ATROPHY;POISONING"	NA	"INSTITUT FR RECHTSMEDIZIN DER FREIEN UNIVERSITT BERLIN,HITTORFSTRASSE 18A,BERLIN 33,D-1000,GERMANY"	"INSTITUT FR RECHTSMEDIZIN DER FREIEN UNIVERSITT BERLIN,HITTORFSTRASSE 18A,BERLIN 33,D-1000,GERMANY"	"10.1007/BF00200510"	"ZEITSCHRIFT FR RECHTSMEDIZIN"	"ARTICLE"	"Scopus"	";LARYNGEAL MUSCLES;MUSCLE-FIBER ALTERATION;PCA MUSCLE"
"DEGRADATION PATTERNS OF NATURAL AND SYNTHETIC TEXTILES ON A SOIL SURFACE DURING SUMMER AND WINTER SEASONS STUDIED USING ATR-FTIR SPECTROSCOPY"	2017	"UELAND M;HOWES JM;FORBES SL;STUART BH"	"TEXTILE; FORENSIC; INFRARED SPECTROSCOPY; COTTON; POLYESTER; PRINCIPAL; COMPONENT ANALYSIS"	"IR; IDENTIFICATION; CLASSIFICATION; FIBERS"	"COTTON;  FORENSIC;  INFRARED SPECTROSCOPY;  POLYESTER;  PRINCIPAL COMPONENT ANALYSIS;  TEXTILE"	"COTTON;FOURIER TRANSFORM INFRARED SPECTROSCOPY;INFRARED SPECTROSCOPY;POLYESTERS;SOILS;SPECTRUM ANALYSIS;SUPERSATURATION;SYNTHETIC TEXTILE FIBERS;TEXTILES;ATR FT-IR SPECTROSCOPIES;ATTENUATED TOTAL REFLECTANCE SPECTROSCOPY;DEGRADATION PATTERNS;FORENSIC;OUTDOOR ENVIRONMENT;QUANTITATIVE APPROACH;SYNTHETIC MATERIALS;VISUAL DEGRADATIONS;PRINCIPAL COMPONENT ANALYSIS"	"UELAND, M (CORRESPONDING AUTHOR), UNIV TECHNOL SYDNEY, CTR FORENS SCI, POB 123, BROADWAY, NSW 2007, AUSTRALIA; UELAND, MAIKEN; HOWES, JOHANNA M; FORBES, SHARI L; STUART, BARBARA H, UNIV TECHNOL SYDNEY, CTR FORENS SCI, POB 123, BROADWAY, NSW 2007, AUSTRALIA"	"CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY SYDNEY,PO BOX 123,BROADWAYNSW  2007,AUSTRALIA"	"CENTRE FOR FORENSIC SCIENCE,UNIVERSITY OF TECHNOLOGY SYDNEY,PO BOX 123,BROADWAYNSW  2007,AUSTRALIA"	"10.1016/j.saa.2017.05.044"	"SPECTROCHIMICA ACTA - PART A: MOLECULAR AND BIOMOLECULAR SPECTROSCOPY SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY"	"ARTICLE"	"Scopus,WebOfScience"	"TEXTILE;FORENSIC;INFRARED SPECTROSCOPY;COTTON;POLYESTER;PRINCIPAL;COMPONENT ANALYSIS;PRINCIPAL COMPONENT ANALYSIS"
"DETERMINATION OF ANTIDEPRESSANTS IN WHOLE BLOOD USING HOLLOW-FIBER LIQUID-PHASE MICROEXTRACTION AND GAS CHROMATOGRAPHY-MASS SPECTROMETRY"	2014	"DOS SANTOS MF;FERRI CC;SEULIN SC;LEYTON V;PASQUALUCCI CAG;MUOZ DR;YONAMINE M;GONCALVES PASQUALUCCI DR"	"HOLLOW-FIBER LIQUID-PHASE MICROEXTRACTION (HF-LPME); ANTIDEPRESSANTS; GC-MS; WHOLE BLOOD; AMITRIPTYLINE; FLUOXETINE"	"HUMAN PLASMA; TRICYCLIC ANTIDEPRESSANTS; DRUGS; POSTMORTEM; EXTRACTION;; SAMPLES"	"AMITRIPTYLINE;  ANTIDEPRESSANTS;  FLUOXETINE;  GC-MS;  HOLLOW-FIBER LIQUID-PHASE MICROEXTRACTION (HF-LPME);  WHOLE BLOOD"	"AMITRIPTYLINE;ANTIDEPRESSANT AGENT;CLOMIPRAMINE;DESIPRAMINE;DODECANE;FLUOXETINE;FORMIC ACID;IMIPRAMINE;METHANOL;NORCLOMIPRAMINE;NORFLUOXETINE;NORTRIPTYLINE;ARTICLE;AUTOPSY;BLOOD SAMPLING;CALIBRATION;CONTROLLED STUDY;DRUG DETERMINATION;DRUG STRUCTURE;FORENSIC TOXICOLOGY;HOLLOW FIBER LIQUID PHASE MICROEXTRACTION;LIMIT OF DETECTION;LIMIT OF QUANTITATION;LINEAR SYSTEM;LIQUID PHASE MICROEXTRACTION;MASS FRAGMENTOGRAPHY;MEASUREMENT ACCURACY;PRIORITY JOURNAL;PROCESS OPTIMIZATION;VALIDATION STUDY"	"DOS SANTOS, MF (CORRESPONDING AUTHOR), UNIV SAO PAULO, FAC PHARMACEUT SCI, AV PROF LINEU PRESTES,580 13B, BR-05508000 SAO PAULO, BRAZIL; DOS SANTOS, MARCELO FILONZI; FERRI, CAIO CALEIRAS; YONAMINE, MAURICIO, UNIV SAO PAULO, FAC PHARMACEUT SCI, BR-05508000 SAO PAULO, BRAZIL; SEULIN, SASKIA CAROLINA; LEYTON, VILMA; MUNOZ, DANIEL ROMERO, UNIV SAO PAULO, FAC MED, BR-05508000 SAO PAULO, BRAZIL; GONCALVES PASQUALUCCI, CARLOS AUGUSTO, UNIV SAO PAULO, DEATH VERIFICAT SERV, BR-05508000 SAO PAULO, BRAZIL"	"FACULTY OF PHARMACEUTICAL SCIENCES,UNIVERSITY OF SO PAULO,AV. PROFESSOR LINEU PRESTES,580 13B,SO PAULO,SP 05508-000,BRAZIL; FACULTY OF MEDICINE,BRAZIL; DEATH VERIFICATION SERVICE,BRAZIL"	"FACULTY OF PHARMACEUTICAL SCIENCES,UNIVERSITY OF SO PAULO,AV. PROFESSOR LINEU PRESTES,580 13B,SO PAULO,SP 05508-000,BRAZIL; FACULTY OF MEDICINE,BRAZIL; DEATH VERIFICATION SERVICE,BRAZIL"	"10.1007/s11419-014-0226-9"	"FORENSIC TOXICOLOGY"	"ARTICLE"	"Scopus,WebOfScience"	"HOLLOW-FIBER LIQUID-PHASE MICROEXTRACTION (HF-LPME);ANTIDEPRESSANTS;GC-MS;WHOLE BLOOD;AMITRIPTYLINE;FLUOXETINE"
"DETERMINATION OF TRIAZOLAM IN BLOOD BY HOLLOW FIBER LIQUID PHASE MICROEXTRACTION AND GC/MS"	2014	"WANG D;MENG P;GONG S"	""	""	"BLOOD;  FORENSIC TOXICOLOGIC ANALYSIS;  GC/MS;  HOLLOW FIBER LIQUID PHASE MICROEXTRACTION;  TRIAZOLAM"	"OCTANOL;TRIAZOLAM;ARTICLE;DILUTION;DRUG DETERMINATION;HOLLOW FIBER;LIMIT OF DETECTION;LIQUID PHASE MICROEXTRACTION;MASS FRAGMENTOGRAPHY;PH;TEMPERATURE"	NA	"CHINESE PEOPLE'S PUBLIC SECURITY UNIVERSITY,BEIJING,100038,CHINA; CHINA CRIMINAL POLICE UNIVERSITY,SHENYANG,110854,CHINA"	"CHINESE PEOPLE'S PUBLIC SECURITY UNIVERSITY,BEIJING,100038,CHINA; CHINA CRIMINAL POLICE UNIVERSITY,SHENYANG,110854,CHINA"	"10.13618/j.cnki.1001-5728.2014.03.004"	"CHINESE JOURNAL OF FORENSIC MEDICINE"	"ARTICLE"	"Scopus"	";BLOOD;FORENSIC TOXICOLOGIC ANALYSIS;GC/MS;HOLLOW FIBER LIQUID PHASE MICROEXTRACTION;TRIAZOLAM"
"DETERMINING THE OPTIMAL SAMPLE SIZE IN FORENSIC CASEWORK - WITH APPLICATION TO FIBRES"	1999	"FABER NM;SJERPS M;LEIJENHORST HAL;MALJAARS SE"	"FORENSIC SCIENCE; MICROTRACES; FIBRES; SAMPLE SIZE; PROBABILITY MODEL; STATISTICS"	"COTTON FIBERS; RESIDUE GSR; WOOL FIBERS; DYES; HAIR; BLUE; RED"	"FIBRES;  FORENSIC SCIENCE;  MICROTRACES;  PROBABILITY MODEL;  SAMPLE SIZE;  STATISTICS"	"GLASS;PAINT;ARTICLE;COLOR;FIBER;FORENSIC SCIENCE;HAIR ANALYSIS;PROBABILITY;SAMPLE;THEORY"	"LEIJENHORST, H (CORRESPONDING AUTHOR), NETHERLANDS FORENS SCI LAB, VOLMERLAAN 17, NL-2288 GD RIJSWIJK, NETHERLANDS; NETHERLANDS FORENS SCI LAB, NL-2288 GD RIJSWIJK, NETHERLANDS"	"NETHERLANDS FORENSIC SCI. LABORATORY,VOLMERLAAN 17,NL-2288 GD,RIJSWIJK,NETHERLANDS"	"NETHERLANDS FORENSIC SCI. LABORATORY,VOLMERLAAN 17,NL-2288 GD,RIJSWIJK,NETHERLANDS"	"10.1016/S1355-0306(99)72029-0"	"SCIENCE AND JUSTICE - JOURNAL OF THE FORENSIC SCIENCE SOCIETY SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"FORENSIC SCIENCE;MICROTRACES;FIBRES;SAMPLE SIZE;PROBABILITY MODEL;STATISTICS"
"DETERMINING THE TIME OF DEATH BY MORPHOLOGICAL AND IMMUNOHISTOCHEMICAL EVALUATION OF COLLAGEN FIBERS IN POSTMORTEM GINGIVAL TISSUES"	2019	"MAZZOTTI MC;FAIS P;PALAZZO C;FERSINI F;RUGGERI A;FALCONI M;PELOTTI S;TETI G"	"POST MORTEM INTERVAL; COLLAGEN FIBERS; IMMUNOHISTOCHEMISTRY; ULTRASTRUCTURAL MORPHOLOGICAL CHANGES; GINGIVAL TISSUES"	"INTERVAL PMI; DEGRADATION; DELIMITATION; APOPTOSIS; ONCOSIS; PROTEIN;; BONES"	"COLLAGEN FIBERS;  GINGIVAL TISSUES;  IMMUNOHISTOCHEMISTRY;  POST MORTEM INTERVAL;  ULTRASTRUCTURAL MORPHOLOGICAL CHANGES"	"COLLAGEN TYPE 1;COLLAGEN TYPE 3;SCLEROPROTEIN;BIOLOGICAL MARKER;COLLAGEN;ARTICLE;CADAVER;CELL VACUOLE;CHROMATIN;CHROMATIN CONDENSATION;COLLAGEN FIBER;CONTROLLED STUDY;CORRELATIONAL STUDY;EXTRACELLULAR MATRIX;GINGIVAL TISSUE;HUMAN;IMMUNOHISTOCHEMISTRY;MOUTH EPITHELIUM;POSTHUMOUS CARE;PROTEIN DEGRADATION;PROTEIN EXPRESSION;TIME OF DEATH;TRANSMISSION ELECTRON MICROSCOPY;ULTRASTRUCTURE;FEMALE;FORENSIC MEDICINE;GINGIVA;MALE;METABOLISM;PATHOLOGY;POSTMORTEM CHANGE;PROCEDURES;TIME;TIME FACTOR;BIOMARKERS;HUMANS;POSTMORTEM CHANGES;TIME FACTORS"	"MAZZOTTI, MC (CORRESPONDING AUTHOR), UNIT LEGAL MED, VIA IRNERIO 49, I-40125 BOLOGNA, ITALY; MAZZOTTI, M C; FAIS, P; PALAZZO, C; FERSINI, F; PELOTTI, S, UNIV BOLOGNA, DEPT MED \& SURG SCI, BOLOGNA, ITALY; RUGGERI, A; FALCONI, M; TETI, G, UNIV BOLOGNA, DEPT BIOMED \& NEUROMOTOR SCI, BOLOGNA, ITALY"	"DEPARTMENT OF MEDICAL AND SURGERY SCIENCES,UNIVERSITY DI BOLOGNA,BOLOGNA,ITALY; DEPARTMENT OF BIOMEDICAL AND NEUROMOTOR SCIENCES,ITALY"	"DEPARTMENT OF MEDICAL AND SURGERY SCIENCES,UNIVERSITY DI BOLOGNA,BOLOGNA,ITALY; DEPARTMENT OF BIOMEDICAL AND NEUROMOTOR SCIENCES,ITALY"	"10.1016/j.legalmed.2019.05.002"	"LEGAL MEDICINE"	"ARTICLE"	"Scopus,WebOfScience"	"POST MORTEM INTERVAL;COLLAGEN FIBERS;IMMUNOHISTOCHEMISTRY;ULTRASTRUCTURAL MORPHOLOGICAL CHANGES;GINGIVAL TISSUES"
"DEVELOPING A NEW SENSITIVE SOLID-PHASE MICROEXTRACTION FIBER BASED ON CARBON NANOTUBES FOR PRECONCENTRATION OF MORPHINE"	2018	"RIAHI-ZANJANI B;BALALI-MOOD M;ASOODEH A;ESHAGHI Z;GHORANI-AZAM A"	"HPLC; IMMUNOBLOTTING; MORPHINE; NANOCOMPOSITE; PRECONCENTRATION; ELECTRICAL-ACCELERATED HOLLOW FIBER-SOLID-PHASE MICROEXTRACTION; (EAHF-SPME)"	"WATER SAMPLES; CODEINE; HAIR; ETHYLBENZENE; EXTRACTION; BENZENE; TOLUENE"	"ELECTRICAL-ACCELERATED HOLLOW FIBERSOLID-PHASE MICROEXTRACTION (EAHFSPME);  HPLC;  IMMUNOBLOTTING;  MORPHINE;  NANOCOMPOSITE;  PRECONCENTRATION"	"NA"	"GHORANI-AZAM, A (CORRESPONDING AUTHOR), MASHHAD UNIV MED SCI, MED TOXICOL RES CTR, MASHHAD, IRAN; RIAHI-ZANJANI, BAMDAD; GHORANI-AZAM, ADEL, MASHHAD UNIV MED SCI, MED TOXICOL RES CTR, MASHHAD, IRAN; BALALI-MOOD, MAHDI, BIRJAND UNIV MED SCI, MED TOXICOL \& DRUG ABUSE RES CTR, BIRJAND, IRAN; ASOODEH, AHMAD, FERDOWSI UNIV MASHHAD, FAC SCI, DEPT CHEM, MASHHAD, IRAN; ES'HAGHI, ZARRIN, PAYAME NOOR UNIV, DEPT CHEM, MASHHAD 193954697, IRAN"	"MEDICAL TOXICOLOGY RESEARCH CENTER,MASHHAD UNIVERSITY OF MEDICAL SCIENCES,MASHHAD,IRAN; MEDICAL TOXICOLOGY AND DRUG ABUSE RESEARCH CENTER,BIRJAND UNIVERSITY OF MEDICAL SCIENCES,BIRJAND,IRAN; DEPARTMENT OF CHEMISTRY,FACULTY OF SCIENCE,FERDOWSI UNIVERSITY OF MASHHAD,PAYAME NOOR UNIVERSITY,19395-4697,IRAN"	"MEDICAL TOXICOLOGY RESEARCH CENTER,MASHHAD UNIVERSITY OF MEDICAL SCIENCES,MASHHAD,IRAN; MEDICAL TOXICOLOGY AND DRUG ABUSE RESEARCH CENTER,BIRJAND UNIVERSITY OF MEDICAL SCIENCES,BIRJAND,IRAN; DEPARTMENT OF CHEMISTRY,FACULTY OF SCIENCE,FERDOWSI UNIVERSITY OF MASHHAD,PAYAME NOOR UNIVERSITY,19395-4697,IRAN"	"10.1007/s13204-018-0882-x"	"APPLIED NANOSCIENCE (SWITZERLAND) APPLIED NANOSCIENCE"	"ARTICLE"	"Scopus,WebOfScience"	"HPLC;IMMUNOBLOTTING;MORPHINE;NANOCOMPOSITE;PRECONCENTRATION;ELECTRICAL-ACCELERATED HOLLOW FIBER-SOLID-PHASE MICROEXTRACTION;(EAHF-SPME);ELECTRICAL-ACCELERATED HOLLOW FIBERSOLID-PHASE MICROEXTRACTION (EAHFSPME)"
"DICHROISM MEASUREMENTS IN FORENSIC FIBRE EXAMINATION PART 1-DYED POLYESTER FIBRES"	2011	"DE WAEL K;VANDEN DRIESSCHE T"	"DICHROISM; POLYESTER FIBRES; DISPERSE DYES; MICROSPECTROPHOTOMETRY; (MSP); FIBRE EXAMINATION"	""	"DICHROISM;  DISPERSE DYES;  FIBRE EXAMINATION;  MICROSPECTROPHOTOMETRY (MSP);  POLYESTER FIBRES"	"DYE;POLYESTER;ARTICLE;CHEMICAL ANALYSIS;CHEMICAL STRUCTURE;CIRCULAR DICHROISM;MICROSCOPY;MICROSPECTROPHOTOMETRY;SYNTHETIC FIBER"	"DE WAEL, K (CORRESPONDING AUTHOR), NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, VILVOORDSESTEENWEG 100, B-1120 BRUSSELS, BELGIUM; DE WAEL, K; VANDEN DRIESSCHE, T, NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, B-1120 BRUSSELS, BELGIUM"	"NATIONAL INSTITUTE FOR CRIMINALISTICS AND CRIMINOLOGY,FIBRES AND TEXTILES LABORATORY,VILVOORDSESTEENWEG 100,1120 BRUSSELS,BELGIUM"	"NATIONAL INSTITUTE FOR CRIMINALISTICS AND CRIMINOLOGY,FIBRES AND TEXTILES LABORATORY,VILVOORDSESTEENWEG 100,1120 BRUSSELS,BELGIUM"	"10.1016/j.scijus.2010.10.001"	"SCIENCE AND JUSTICE SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"DICHROISM;POLYESTER FIBRES;DISPERSE DYES;MICROSPECTROPHOTOMETRY;(MSP);FIBRE EXAMINATION;MICROSPECTROPHOTOMETRY (MSP)"
"DICHROISM MEASUREMENTS IN FORENSIC FIBRE EXAMINATION PART 3-DYED COTTON AND VISCOSE FIBRES"	2011	"DE WAEL K;LEPOT L"	"DICHROISM; COTTON; VISCOSE; POLARIZED LIGHT; MICROSPECTROPHOTOMENY; (MSP); FIBRE EXAMINATION"	"EVIDENTIAL VALUE; DERIVATIVES; INDIGO"	"COTTON;  DICHROISM;  FIBRE EXAMINATION;  MICROSPECTROPHOTOMETRY (MSP);  POLARIZED LIGHT;  VISCOSE"	"ANTHRAQUINONE DERIVATIVE;AZO COMPOUND;CELLULOSE;FORMAZAN;OXAZINE DERIVATIVE;PHTHALOCYANINE;STILBENE;SULFUR;THIAZOLE;XANTHENE;ARTICLE;CHEMICAL STRUCTURE;CIRCULAR DICHROISM;COTTON;FORENSIC IDENTIFICATION;MICROSCOPY;MICROSPECTROPHOTOMETRY"	"DE WAEL, K (CORRESPONDING AUTHOR), NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, VILVOORDSESTEENWEG 100, B-1120 BRUSSELS, BELGIUM; DE WAEL, K; LEPOT, L, NATL INST CRIMINALIST \& CRIMINOL, FIBRES \& TEXT LAB, B-1120 BRUSSELS, BELGIUM"	"NATIONAL INSTITUTE FOR CRIMINALISTICS AND CRIMINOLOGY,FIBRES AND TEXTILES LABORATORY,VILVOORDSESTEENWEG 100,1120 BRUSSELS,BELGIUM"	"NATIONAL INSTITUTE FOR CRIMINALISTICS AND CRIMINOLOGY,FIBRES AND TEXTILES LABORATORY,VILVOORDSESTEENWEG 100,1120 BRUSSELS,BELGIUM"	"10.1016/j.scijus.2011.03.001"	"SCIENCE AND JUSTICE SCIENCE AND JUSTICE"	"ARTICLE"	"Scopus,WebOfScience"	"DICHROISM;COTTON;VISCOSE;POLARIZED LIGHT;MICROSPECTROPHOTOMENY;(MSP);FIBRE EXAMINATION;MICROSPECTROPHOTOMETRY (MSP)"
